"","c...106.079272..35.032347.....106.068962..35.027495.....106.538399..35.192296..."
"5554","-106.657476, 34.977894"
"5555","-106.444386, 32.048978"
"5556","-106.443368, 32.049054"
"5557","-106.443368, 32.049054"
"5558","-105.366777, 34.996305"
"5559","-105.816278, 35.030556"
"5560","-104.350472, 33.166777"
"5561","-107.311042, 32.830485"
"5562","-107.310784, 32.829837"
"5563","-107.310784, 32.829837"
"5564","-103.218558, 34.373875"
"5565","-103.218558, 34.373875"
"5566","-108.73085, 35.50095"
"5567","-108.75436, 35.52699"
"5568","-108.75436, 35.52699"
"5569","-108.75493, 35.52677"
"5570","-108.80583, 35.49675"
"5571","-108.74253, 35.51653"
"5572","-108.74008, 35.51391"
"5573","-108.67011, 35.51759"
"5574","-108.71684, 35.53341"
"5575","-106.297694, 34.595306"
"5576","-106.297694, 34.595306"
"5577","-106.035494, 35.957301"
"5578","-107.310556, 32.830556"
"5579","-108.810649, 31.95159"
"5580","-103.443111, 32.749444"
"5581","-103.460055, 32.752666"
"5582","-103.4435, 32.742222"
"5583","-103.460333, 32.738611"
"5584","-103.509805, 32.758888"
"5585","-103.484055, 32.758972"
"5586","-103.4625, 32.758944"
"5587","-103.528, 32.758666"
"5588","-108.018177, 32.573196"
"5589","-108.128509, 32.644756"
"5590","-108.128676, 32.644936"
"5591","-108.125647, 32.699863"
"5592","-108.125647, 32.699863"
"5593","-108.125647, 32.699863"
"5594","-108.099248, 32.783326"
"5595","-108.099248, 32.783326"
"5596","-108.048251, 32.803558"
"5597","-108.048251, 32.803558"
"5598","-108.048251, 32.803558"
"5599","-105.768036, 32.961817"
"5600","-108.538195, 31.761669"
"5601","-108.538195, 31.761669"
"5602","-108.538195, 31.761669"
"5603","-107.193288, 33.153009"
"5604","-107.193288, 33.153009"
"5605","-107.189652, 33.151512"
"5606","-106.686111, 34.852222"
"5607","-106.386639, 35.07425"
"5608","-106.12155, 34.988085"
"5609","-106.393527, 35.070861"
"5610","-106.91175, 36.12667"
"5611","-104.170806, 32.354583"
"5612","-104.206416, 32.340888"
"5613","-104.170833, 32.354861"
"5614","-104.206361, 32.34075"
"5615","-104.206611, 32.340805"
"5616","-104.206166, 32.340777"
"5617","-104.206416, 32.340888"
"5618","-104.219222, 32.327"
"5619","-103.318689, 34.437956"
"5620","-103.315483, 34.436219"
"5621","-108.885568, 33.3213"
"5622","-108.434736, 32.616119"
"5623","-108.434901, 32.617563"
"5624","-108.434901, 32.617563"
"5625","-108.434604, 32.617861"
"5626","-108.434964, 32.620495"
"5627","-108.434964, 32.620495"
"5628","-108.434964, 32.620495"
"5629","-108.434604, 32.617861"
"5630","-108.434604, 32.617861"
"5631","-108.437549, 32.620188"
"5632","-108.438702, 32.618746"
"5633","-108.436788, 32.614725"
"5634","-108.436788, 32.614725"
"5635","-108.436788, 32.614725"
"5636","-108.436788, 32.614725"
"5637","-108.436788, 32.614725"
"5638","-108.012222, 36.835556"
"5639","-108.358692, 32.661848"
"5640","-108.351641, 32.663897"
"5641","-108.351641, 32.663897"
"5642","-106.491694, 32.154"
"5643","-106.508972, 32.151639"
"5644","-106.491694, 32.154"
"5645","-106.508944, 32.151639"
"5646","-106.508972, 32.151917"
"5647","-106.49175, 35.066806"
"5648","-106.639583, 31.951578"
"5649","-106.348972, 35.161139"
"5650","-106.348972, 35.161139"
"5651","-106.348998, 35.161505"
"5652","-106.75, 35.016667"
"5653","-106.75, 35.016667"
"5654","-106.75, 35.016389"
"5655","-106.75, 35.016667"
"5656","-105.227645, 36.549699"
"5657","-108.756889, 35.3525"
"5658","-108.756889, 35.3525"
"5659","-108.756861, 35.354861"
"5660","-108.756944, 35.354722"
"5661","-108.76004, 35.26555"
"5662","-108.76175, 35.265584"
"5663","-108.760361, 35.265584"
"5664","-108.75761, 35.26536"
"5665","-106.335388, 35.105472"
"5666","-106.335222, 35.1055"
"5667","-106.335388, 35.105472"
"5668","-107.889469, 34.143008"
"5669","-107.889469, 34.143008"
"5670","-103.319083, 32.990972"
"5671","-107.889469, 34.143008"
"5672","-107.890719, 34.1544"
"5673","-107.890719, 34.1544"
"5674","-105.60525, 33.333502"
"5675","-107.889469, 34.143008"
"5676","-105.601611, 33.333111"
"5677","-106.339027, 35.104444"
"5678","-103.113167, 32.701139"
"5679","-104.254444, 32.201861"
"5680","-108.5592, 32.052537"
"5681","-107.73403, 32.293182"
"5682","-107.73403, 32.293182"
"5683","-107.733033, 32.293148"
"5684","-107.732044, 32.2966"
"5685","-107.992983, 32.238897"
"5686","-107.735741, 32.211213"
"5687","-107.735741, 32.211213"
"5688","-108.829222, 32.148639"
"5689","-108.829222, 32.148639"
"5690","-108.829222, 32.148639"
"5691","-104.990948, 36.409564"
"5692","-103.179603, 32.723197"
"5693","-103.179603, 32.723197"
"5694","-103.131826, 36.143783"
"5695","-103.331805, 32.943555"
"5696","-103.326361, 32.943527"
"5697","-104.9975, 36.435138"
"5698","-103.326361, 32.943527"
"5699","-103.331805, 32.943555"
"5700","-105.616369, 36.611497"
"5701","-105.987785, 35.992502"
"5702","-106.516722, 34.422806"
"5703","-106.710417, 35.917056"
"5704","-106.385, 35.169444"
"5705","-106.383528, 35.180667"
"5706","-106.498417, 35.1605"
"5707","-106.905611, 34.101555"
"5708","-104.859969, 35.878427"
"5709","-104.859914, 35.878372"
"5710","-108.32257, 31.91912"
"5711","-103.393455, 32.747303"
"5712","-103.697527, 32.823833"
"5713","-106.757201, 34.820617"
"5714","-105.671306, 33.412278"
"5715","-105.671864, 33.412393"
"5716","-106.78835, 32.338538"
"5717","-103.697527, 32.807166"
"5718","-103.144438, 34.394875"
"5719","-106.696705, 31.854205"
"5720","-106.697059, 31.853828"
"5721","-106.696813, 31.853966"
"5722","-108.311679, 32.707142"
"5723","-106.642806, 35.871139"
"5724","-107.51571, 35.08428"
"5725","-106.441146, 32.036717"
"5726","-106.582666, 35.053555"
"5727","-106.582666, 35.053555"
"5728","-106.616361, 35.052722"
"5729","-106.703288, 34.978316"
"5730","-105.904241, 35.527368"
"5731","-105.94452, 35.545757"
"5732","-105.896713, 35.548923"
"5733","-107.91557, 36.68629"
"5734","-105.891019, 35.530479"
"5735","-108.00645, 36.68265"
"5736","-103.818897, 35.177725"
"5737","-106.527972, 35.193777"
"5738","-106.527972, 35.193777"
"5739","-103.730237, 35.177815"
"5740","-106.722691, 35.040229"
"5741","-105.852168, 35.568018"
"5742","-105.852168, 35.568018"
"5743","-105.852146, 35.567993"
"5744","-105.852168, 35.568018"
"5745","-107.185497, 34.942297"
"5746","-105.533361, 33.608444"
"5747","-105.482889, 33.599306"
"5748","-105.483972, 33.601278"
"5749","-105.484138, 33.601138"
"5750","-105.484027, 33.601222"
"5751","-105.483972, 33.601278"
"5752","-105.598669, 33.335056"
"5753","-105.545305, 33.359916"
"5754","-105.544694, 33.358667"
"5755","-105.545667, 33.359722"
"5756","-105.545306, 33.359917"
"5757","-105.545361, 33.360333"
"5758","-106.136944, 35.541611"
"5759","-106.157111, 35.526611"
"5760","-105.519611, 33.374444"
"5761","-105.516666, 33.374472"
"5762","-103.220378, 34.314303"
"5763","-103.219213, 34.307086"
"5764","-103.222986, 34.309847"
"5765","-103.215892, 34.317453"
"5766","-103.206003, 34.315558"
"5767","-103.207997, 34.317536"
"5768","-103.228039, 34.314206"
"5769","-103.220078, 34.314728"
"5770","-103.220078, 34.314728"
"5771","-103.220378, 34.314303"
"5772","-108.57725, 33.962639"
"5773","-108.57725, 33.629306"
"5774","-105.909743, 35.731891"
"5775","-105.907548, 35.730085"
"5776","-107.762332, 32.280723"
"5777","-107.762332, 32.280723"
"5778","-107.762332, 32.280723"
"5779","-106.026364, 35.811781"
"5780","-106.026386, 35.891753"
"5781","-106.026386, 35.891753"
"5782","-106.026364, 35.811781"
"5783","-106.460205, 32.64917"
"5784","-106.442563, 32.483984"
"5785","-106.439016, 32.482134"
"5786","-106.062861, 35.872194"
"5787","-106.062861, 35.872194"
"5788","-106.065194, 35.875722"
"5789","-107.807917, 32.304082"
"5790","-104.584111, 33.384706"
"5791","-106.582666, 35.053555"
"5792","-106.193302, 36.337269"
"5793","-108.42747, 36.75671"
"5794","-106.770305, 34.475138"
"5795","-105.906526, 35.531894"
"5796","-105.893186, 35.546896"
"5797","-105.909852, 35.536201"
"5798","-105.906269, 35.521924"
"5799","-106.329014, 36.185288"
"5800","-105.876639, 35.448546"
"5801","-105.451927, 35.366166"
"5802","-105.307916, 36.444611"
"5803","-104.499583, 36.642361"
"5804","-104.979669, 36.439064"
"5805","-105.281533, 36.644614"
"5806","-106.683203, 36.377933"
"5807","-105.290981, 36.402837"
"5808","-105.118222, 36.607639"
"5809","-104.998225, 36.566202"
"5810","-105.393377, 36.156002"
"5811","-105.625345, 36.401636"
"5812","-105.592583, 36.369694"
"5813","-105.592167, 36.369653"
"5814","-105.592167, 36.369653"
"5815","-103.316388, 33.255305"
"5816","-103.351083, 32.944944"
"5817","-103.308611, 32.888638"
"5818","-103.308444, 32.888333"
"5819","-103.341944, 32.938028"
"5820","-103.341528, 32.937861"
"5821","-103.355639, 32.959833"
"5822","-103.357667, 32.94475"
"5823","-103.365889, 32.929833"
"5824","-103.307667, 32.888917"
"5825","-103.34175, 32.938583"
"5826","-107.22976, 33.311267"
"5827","-107.225942, 33.307298"
"5828","-106.860111, 32.301083"
"5829","-105.595638, 36.468888"
"5830","-105.594083, 36.468555"
"5831","-105.594453, 36.469878"
"5832","-107.243844, 33.18178"
"5833","-103.803197, 35.144058"
"5834","-103.15325, 32.739897"
"5835","-106.441146, 32.036717"
"5836","-106.443368, 32.049054"
"5837","-105.595692, 36.468903"
"5838","-105.594086, 36.46855"
"5839","-105.595692, 36.468903"
"5840","-105.594453, 36.469878"
"5841","-104.413316, 32.770092"
"5842","-106.623278, 32.431167"
"5843","-106.426159, 32.425703"
"5844","-107.625056, 34.073639"
"5845","-106.706778, 35.060028"
"5846","-106.173813, 35.051705"
"5847","-105.082088, 36.551756"
"5848","-103.993525, 34.741647"
"5849","-103.28275, 32.514222"
"5850","-106.393666, 35.070861"
"5851","-106.393527, 35.070861"
"5852","-106.734188, 32.111388"
"5853","-106.719053, 32.277554"
"5854","-103.353452, 34.259972"
"5855","-103.353453, 34.259908"
"5856","-105.640166, 32.782805"
"5857","-108.192348, 32.779219"
"5858","-104.697528, 32.245333"
"5859","-108.188424, 33.035564"
"5860","-106.720091, 32.280486"
"5861","-106.762392, 32.209585"
"5862","-104.416083, 32.586277"
"5863","-106.693306, 34.819778"
"5864","-106.040431, 35.631915"
"5865","-103.795182, 32.371441"
"5866","-108.78286, 35.62373"
"5867","-108.78318, 35.62367"
"5868","-108.78244, 35.62372"
"5869","-108.7825, 35.62344"
"5870","-108.73133, 35.51826"
"5871","-108.73154, 35.517849"
"5872","-108.73108, 35.51795"
"5873","-108.730991, 35.50114"
"5874","-109.731108, 35.500863"
"5875","-104.381928, 32.637761"
"5876","-106.282525, 34.986456"
"5877","-106.281745, 34.989929"
"5878","-106.281634, 34.98999"
"5879","-106.01775, 35.711722"
"5880","-106.034167, 35.716667"
"5881","-106.282525, 35.986456"
"5882","-106.0186, 33.0936"
"5883","-105.671805, 33.410944"
"5884","-105.309225, 35.650075"
"5885","-105.279425, 35.649844"
"5886","-105.274454, 35.647821"
"5887","-105.227925, 35.664793"
"5888","-105.279655, 35.651011"
"5889","-105.25103, 35.614336"
"5890","-105.235147, 35.590255"
"5891","-105.248147, 35.5631"
"5892","-105.254388, 36.146222"
"5893","-103.778888, 32.504916"
"5894","-105.375699, 36.028366"
"5895","-106.477608, 35.30598"
"5896","-103.456055, 32.727805"
"5897","-103.580694, 32.726027"
"5898","-106.867197, 32.30034"
"5899","-106.867197, 32.30034"
"5900","-105.911694, 35.807777"
"5901","-105.911694, 35.807777"
"5902","-105.700055, 32.946861"
"5903","-105.700055, 32.946861"
"5904","-105.700055, 32.946861"
"5905","-105.716611, 32.944916"
"5906","-106.884361, 34.059222"
"5907","-106.919972, 34.045942"
"5908","-106.919972, 34.079361"
"5909","-106.710277, 34.775444"
"5910","-105.704763, 32.951564"
"5911","-105.704222, 32.951472"
"5912","-105.733111, 32.947777"
"5913","-106.370422, 35.124194"
"5914","-106.371288, 35.123222"
"5915","-106.371288, 35.123222"
"5916","-106.371261, 35.123191"
"5917","-108.120777, 35.285472"
"5918","-106.133427, 34.985521"
"5919","-106.132361, 34.985027"
"5920","-106.132361, 34.985027"
"5921","-107.908333, 36.811666"
"5922","-108.120777, 35.285472"
"5923","-107.848305, 34.144722"
"5924","-106.169818, 36.335127"
"5925","-106.118388, 36.494566"
"5926","-105.876283, 35.483246"
"5927","-106.471349, 36.333217"
"5928","-105.914076, 35.63542"
"5929","-105.449444, 35.376416"
"5930","-105.955933, 35.406791"
"5931","-106.685555, 36.384305"
"5932","-106.685555, 36.384305"
"5933","-106.685555, 36.384305"
"5934","-106.105432, 35.44599"
"5935","-105.952326, 35.397983"
"5936","-105.952298, 35.3979"
"5937","-103.158159, 35.928217"
"5938","-105.4495, 35.376416"
"5939","-106.613833, 36.166083"
"5940","-105.431204, 35.314046"
"5941","-106.111798, 35.574285"
"5942","-105.716667, 35.780556"
"5943","-106.086472, 35.890028"
"5944","-105.557361, 33.353444"
"5945","-105.557055, 33.353138"
"5946","-105.555722, 33.354138"
"5947","-106.305822, 35.162119"
"5948","-106.623278, 32.425611"
"5949","-106.643833, 32.417444"
"5950","-105.624528, 33.433722"
"5951","-105.623778, 33.433722"
"5952","-105.908141, 35.819462"
"5953","-105.624528, 33.433722"
"5954","-105.624528, 33.433722"
"5955","-107.554388, 35.071972"
"5956","-107.555917, 33.073167"
"5957","-108.522222, 35.370278"
"5958","-108.5225, 35.374167"
"5959","-107.918056, 36.900833"
"5960","-107.918889, 36.899167"
"5961","-107.918889, 36.899167"
"5962","-106.384911, 35.075902"
"5963","-106.351248, 35.162921"
"5964","-106.351248, 35.162921"
"5965","-106.401287, 35.162963"
"5966","-106.797458, 35.059961"
"5967","-106.382833, 35.116343"
"5968","-106.382805, 35.116416"
"5969","-106.343212, 34.987047"
"5970","-106.343239, 34.986826"
"5971","-106.343251, 34.987064"
"5972","-106.343368, 34.98698"
"5973","-106.706778, 35.060028"
"5974","-106.707833, 35.059611"
"5975","-106.729583, 34.968806"
"5976","-107.239447, 33.173894"
"5977","-106.685766, 32.037066"
"5978","-108.003844, 32.463738"
"5979","-108.61203, 32.961227"
"5980","-106.63805, 31.912341"
"5981","-107.97515, 32.590219"
"5982","-108.609502, 32.966802"
"5983","-106.806482, 32.291777"
"5984","-108.086191, 32.857306"
"5985","-107.6388, 31.832613"
"5986","-106.811016, 32.326366"
"5987","-106.789905, 32.33873"
"5988","-106.589275, 32.328791"
"5989","-107.35958, 33.123041"
"5990","-106.732838, 32.256908"
"5991","-107.755958, 32.254916"
"5992","-106.469608, 32.062519"
"5993","-107.246169, 33.182222"
"5994","-106.799055, 32.400208"
"5995","-106.651433, 31.984833"
"5996","-106.604472, 32.053908"
"5997","-106.652908, 31.87355"
"5998","-106.814536, 32.390347"
"5999","-106.505138, 32.147363"
"6000","-106.760972, 32.270386"
"6001","-107.150244, 32.915905"
"6002","-106.678177, 32.062175"
"6003","-106.790197, 32.330666"
"6004","-107.207316, 33.181425"
"6005","-105.745472, 32.958388"
"6006","-106.149388, 32.402805"
"6007","-106.149444, 32.402861"
"6008","-106.148527, 32.403333"
"6009","-107.780894, 36.755561"
"6010","-105.599583, 36.370083"
"6011","-105.55875, 36.381786"
"6012","-106.721892, 32.244669"
"6013","-103.138694, 32.746166"
"6014","-104.507527, 32.857888"
"6015","-105.976638, 32.918222"
"6016","-103.203497, 32.692888"
"6017","-103.203497, 32.692888"
"6018","-105.585461, 33.543455"
"6019","-105.613766, 33.533277"
"6020",""
"6021",""
"6022",""
"6023",""
"6024","-103.099689, 34.402892"
"6025","-103.288283, 34.403497"
"6026","-106.692722, 34.999361"
"6027","-106.621306, 35.218722"
"6028","-106.621306, 35.218722"
"6029","-106.621306, 35.218722"
"6030","-106.621306, 35.218722"
"6031","-106.766815, 34.799578"
"6032","-106.765944, 35.800861"
"6033","-106.766111, 34.800722"
"6034","-107.516889, 35.084722"
"6035","-105.917056, 35.006194"
"6036","-105.916389, 35.005833"
"6037","-106.632195, 35.160041"
"6038","-107.855972, 35.161797"
"6039","-105.979472, 32.761666"
"6040","-105.656111, 32.882444"
"6041","-105.656111, 32.882444"
"6042","-106.609926, 35.194769"
"6043","-106.897027, 34.255027"
"6044","-106.351248, 35.162936"
"6045","-106.487638, 35.18975"
"6046","-106.487942, 35.189119"
"6047","-104.433522, 36.91848"
"6048","-104.44722, 36.903761"
"6049","-104.452404, 36.894664"
"6050","-104.387649, 36.915139"
"6051","-106.700637, 35.005327"
"6052","-106.701275, 35.006299"
"6053","-106.366111, 35.130417"
"6054","-105.916389, 35.005833"
"6055","-103.319411, 34.397402"
"6056","-103.319411, 34.397402"
"6057","-103.302489, 34.394239"
"6058","-103.330336, 34.395736"
"6059","-103.319692, 34.39772"
"6060","-106.484527, 35.1605"
"6061","-105.533361, 33.608444"
"6062","-105.532611, 33.609028"
"6063","-105.661527, 32.950693"
"6064","-104.465727, 33.302088"
"6065","-104.465013, 33.301944"
"6066","-104.465738, 33.302108"
"6067","-105.678972, 33.472"
"6068","-105.678611, 33.472527"
"6069","-105.678972, 33.471861"
"6070","-105.673722, 33.471222"
"6071","-105.673194, 33.471055"
"6072","-105.60709, 36.650747"
"6073","-105.607089, 36.650747"
"6074","-105.619567, 36.484052"
"6075","-105.867515, 35.549435"
"6076","-105.867515, 35.549435"
"6077","-107.807916, 32.304082"
"6078","-106.74864, 32.261449"
"6079","-106.777762, 32.254323"
"6080","-106.349555, 36.200833"
"6081","-106.350444, 36.202194"
"6082","-105.889725, 35.536751"
"6083","-105.889725, 35.536751"
"6084","-105.889725, 35.536751"
"6085","-105.889725, 35.536751"
"6086","-106.887444, 32.306722"
"6087","-106.032248, 36.106243"
"6088","-106.032248, 36.106243"
"6089","-106.032248, 36.106243"
"6090","-105.121388, 36.607916"
"6091","-104.990947, 36.409563"
"6092","-105.066587, 36.499339"
"6093","-104.483931, 36.990161"
"6094","-104.483931, 36.990161"
"6095","-104.483931, 36.990161"
"6096","-104.968194, 36.455333"
"6097","-105.767461, 35.597368"
"6098","-105.601916, 36.524277"
"6099","-105.600916, 36.525111"
"6100","-105.601916, 36.524277"
"6101","-105.585831, 35.542798"
"6102","-105.58442, 35.540928"
"6103","-105.384416, 36.370861"
"6104","-105.680694, 35.723805"
"6105","-105.686516, 35.550703"
"6106","-105.300027, 35.983027"
"6107","-105.430513, 35.639177"
"6108","-105.438569, 35.639622"
"6109","-105.564222, 36.389972"
"6110","-105.564222, 36.389972"
"6111","-105.564222, 36.389972"
"6112","-105.867515, 35.549435"
"6113","-106.006194, 35.647564"
"6114","-105.38538, 36.05648"
"6115","-104.469154, 36.978912"
"6116","-105.463908, 35.241413"
"6117","-106.589775, 32.148025"
"6118","-106.589775, 32.148025"
"6119","-106.589775, 32.148025"
"6120","-106.589775, 32.148025"
"6121","-103.090927, 34.314575"
"6122","-103.10123, 34.302488"
"6123","-103.091405, 34.302552"
"6124","-107.916865, 32.961797"
"6125","-108.8956, 35.49022"
"6126","-108.76868, 35.54315"
"6127","-108.779444, 35.604166"
"6128","-106.289391, 35.159793"
"6129","-105.538277, 32.829944"
"6130","-107.585556, 35.803889"
"6131","-105.668361, 33.430486"
"6132","-105.668361, 33.430486"
"6133","-105.672056, 33.432997"
"6134","-105.672056, 33.432997"
"6135","-106.785106, 35.063811"
"6136","-106.785106, 35.063811"
"6137","-105.881611, 35.479222"
"6138","-105.6027, 36.364453"
"6139","-105.6027, 36.364453"
"6140","-108.128622, 32.644936"
"6141","-108.099416, 32.78347"
"6142","-108.083885, 32.80369"
"6143","-105.593694, 36.370831"
"6144","-105.593694, 36.378331"
"6145","-108.018177, 32.573196"
"6146","-105.57139, 36.53003"
"6147","-105.645388, 36.349055"
"6148","-106.429921, 36.242406"
"6149","-105.973465, 35.553895"
"6150","-105.907769, 35.553396"
"6151","-105.961826, 35.550451"
"6152","-105.896492, 35.538729"
"6153","-105.896713, 35.548923"
"6154","-105.896463, 35.548368"
